Código Región,Nombre Región,Pertenencia al SNSS,Tipo Establecimiento (Unidad),Ámbito de Funcionamiento,Nombre Oficial,Dependencia Administrativa,Nivel de Atención,Código Comuna,Nombre Comuna,Tiene Servicio de Urgencia,Tipo de Urgencia ,Clasificación Tipo de SAPU,LATITUD [Grados decimales],LONGITUD [Grados decimales],Tipo de Prestador Sistema de Salud,Estado de Funcionamiento,Nivel de Complejidad,Tipo de Atención 
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Comuy,Municipal,Primario,9114,Pitrufquén,NO,No Aplica,No Aplica,-39.02385,-72.96721,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Quetroco,Municipal,Primario,9105,Freire,NO,No Aplica,No Aplica,-39.01472,-72.44215,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Guiñimo,Municipal,Primario,9105,Freire,NO,No Aplica,No Aplica,-39.00255,-72.80639,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Quecheregue,Municipal,Primario,9103,Cunco,NO,No Aplica,No Aplica,-38.99723,-72.04485,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar Teodoro Schmidt,Municipal,Primario,9117,Teodoro Schmidt,NO,No Aplica,No Aplica,-38.99639,-73.08885,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Servicio de Urgencia Rural (SUR),Establecimiento de Salud,SUR Teodoro Schmidt,Municipal,Primario,9117,Teodoro Schmidt,SI,Urgencia Ambulatoria (SUR),No Aplica,-38.996394,-73.088849,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Pichichelle,Municipal,Primario,9117,Teodoro Schmidt,NO,No Aplica,No Aplica,-38.99588,-73.26189,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Hospital,Establecimiento de Salud,Hospital de Pitrufquén,Servicio de Salud,Terciario,9114,Pitrufquén,SI,Urgencia Hospitalaria (UEH),No Aplica,-38.989944,-72.643501,Público ,Vigente en operación habitual,Mediana Complejidad,Atención Cerrada-Hospitalaria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Centro Comunitario de Salud Familiar (CECOSF),Establecimiento de Salud,Centro Comunitario de Salud Familiar Barros Arana,Municipal,Primario,9117,Teodoro Schmidt,NO,No Aplica,No Aplica,-38.987383,-72.92221,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar Andrés Sandoval Calderón,Municipal,Primario,9103,Cunco,NO,No Aplica,No Aplica,-38.98644,-72.24732,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Servicio de Urgencia Rural (SUR),Establecimiento de Salud,SUR Los Laureles,Municipal,Primario,9103,Cunco,SI,Urgencia Ambulatoria (SUR),No Aplica,-38.986443,-72.247318,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Radal,Municipal,Primario,9105,Freire,NO,No Aplica,No Aplica,-38.98578,-72.38653,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Yenehue,Municipal,Primario,9117,Teodoro Schmidt,NO,No Aplica,No Aplica,-38.98506,-73.30605,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Servicio de Atención Primaria de Urgencia (SAPU),Establecimiento de Salud,SAPU Pitrufquén,Municipal,Primario,9114,Pitrufquén,SI,Urgencia Ambulatoria (SAPU),Corto,-38.983066,-72.634758,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar Pitrufquén,Municipal,Primario,9114,Pitrufquén,NO,No Aplica,No Aplica,-38.99161,-72.64117,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Centro Comunitario de Salud Familiar (CECOSF),Establecimiento de Salud,Centro Comunitario de Salud Familiar Ultraestación,Municipal,Primario,9114,Pitrufquén,NO,No Aplica,No Aplica,-38.98022,-72.64551,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Lliuco(Freire),Municipal,Primario,9105,Freire,NO,No Aplica,No Aplica,-38.96793,-72.84487,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Centro Comunitario de Salud Familiar (CECOSF),Establecimiento de Salud,Centro Comunitario de Salud Familiar El Bosque,Municipal,Primario,9105,Freire,NO,No Aplica,No Aplica,-38.96083,-72.62885,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Leufuche,Municipal,Primario,9103,Cunco,NO,No Aplica,No Aplica,-38.95887,-72.11408,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar Freire,Municipal,Primario,9105,Freire,NO,No Aplica,No Aplica,-38.95382,-72.62822,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Allipén,Municipal,Primario,9105,Freire,NO,No Aplica,No Aplica,-38.95363,-72.44589,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Servicio de Atención Primaria de Urgencia (SAPU),Establecimiento de Salud,SAPU Freire,Municipal,Primario,9105,Freire,SI,Urgencia Ambulatoria (SAPU),Corto,-38.953584,-72.62818,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Servicio de Urgencia Rural (SUR),Establecimiento de Salud,SUR QUEPE,Municipal,Primario,9105,Freire,SI,Urgencia Ambulatoria (SUR),No Aplica,-38.950873,-72.634758,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Huilío,Municipal,Primario,9105,Freire,NO,No Aplica,No Aplica,-38.94494,-72.83987,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Centro Comunitario de Salud Familiar (CECOSF),Establecimiento de Salud,Centro Comunitario de Salud Familiar Las Villas,Municipal,Primario,9103,Cunco,NO,No Aplica,No Aplica,-38.94465,-72.03505,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Las Hortensias,Municipal,Primario,9103,Cunco,NO,No Aplica,No Aplica,-38.94096,-72.15235,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Puaucho(Saavedra),Municipal,Primario,9116,Saavedra,NO,No Aplica,No Aplica,-38.93734,-73.32798,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Hospital,Establecimiento de Salud,Hospital Dr. Eduardo González Galeno (Cunco),Servicio de Salud,Pendiente,9103,Cunco,SI,Urgencia Hospitalaria (UEH),No Aplica,-38.93094,-72.03761,Público ,Vigente en operación habitual,Baja Complejidad,Atención Cerrada-Hospitalaria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Número Tres,Municipal,Primario,9116,Saavedra,NO,No Aplica,No Aplica,-38.92905,-73.23645,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Piedra Alta,Municipal,Primario,9116,Saavedra,NO,No Aplica,No Aplica,-38.91301,-73.33588,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Huapi,Municipal,Primario,9116,Saavedra,NO,No Aplica,No Aplica,-38.90613,-73.322,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Queupue,Municipal,Primario,9111,Nueva Imperial,NO,No Aplica,No Aplica,-38.904867,-72.873158,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Nohualhue,Municipal,Primario,9117,Teodoro Schmidt,NO,No Aplica,No Aplica,-38.899631,-72.959714,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Villa García,Municipal,Primario,9103,Cunco,NO,No Aplica,No Aplica,-38.90106,-71.91998,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Pto. Domínguez,Municipal,Primario,9116,Saavedra,NO,No Aplica,No Aplica,-38.89849,-73.25066,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Santa María Llaima,Municipal,Primario,9110,Melipeuco,NO,No Aplica,No Aplica,-38.883859,-71.754691,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Alto Boroa,Municipal,Primario,9111,Nueva Imperial,NO,No Aplica,No Aplica,-38.88349,-72.83473,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Alto Carén,Municipal,Primario,9110,Melipeuco,NO,No Aplica,No Aplica,-38.880756,-71.52936,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar Quepe,Municipal,Primario,9105,Freire,NO,No Aplica,No Aplica,-38.868007,-72.6152,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural La Sierra,Municipal,Primario,9116,Saavedra,NO,No Aplica,No Aplica,-38.878126,-73.191162,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural San Ramón,Municipal,Primario,9112,Padre Las Casas,NO,No Aplica,No Aplica,-38.86996,-72.39666,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Servicio de Urgencia Rural (SUR),Establecimiento de Salud,SUR San Ramón,Municipal,Primario,9112,Padre Las Casas,SI,Urgencia Ambulatoria (SUR),No Aplica,-38.869955,-72.396656,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar Melipeuco,Municipal,Primario,9110,Melipeuco,NO,No Aplica,No Aplica,-38.85498,-71.69824,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Servicio de Urgencia Rural (SUR),Establecimiento de Salud,SUR Melipeuco,Municipal,Primario,9110,Melipeuco,SI,Urgencia Ambulatoria (SUR),No Aplica,-38.854976,-71.698239,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Cumcumllaque,Municipal,Primario,9110,Melipeuco,NO,No Aplica,No Aplica,-38.85453,-71.60633,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Deume,Municipal,Primario,9116,Saavedra,NO,No Aplica,No Aplica,-38.853049,-73.369109,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Mañío Ducañán,Municipal,Primario,9111,Nueva Imperial,NO,No Aplica,No Aplica,-38.85064,-73.04473,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Molco (Nueva Imperial ),Municipal,Primario,9111,Nueva Imperial,NO,No Aplica,No Aplica,-38.859978,-73.111813,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural El Temo,Municipal,Primario,9116,Saavedra,NO,No Aplica,No Aplica,-38.845,-73.23472,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Chucauco,Municipal,Primario,9105,Freire,NO,No Aplica,No Aplica,-38.84198,-72.75416,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Pedregoso (Cunco),Municipal,Primario,9103,Cunco,NO,No Aplica,No Aplica,-38.880975,-72.129129,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Consultorio General Rural (CGR),Establecimiento de Salud,Centro de Salud Intercultural Boroa Filulawen (D),Delegados ,Primario,9111,Nueva Imperial,NO,No Aplica,No Aplica,-38.83727,-72.88934,,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Metrenco,Municipal,Primario,9112,Padre Las Casas,NO,No Aplica,No Aplica,-38.82695,-72.62065,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Romopulli,Municipal,Primario,9116,Saavedra,NO,No Aplica,No Aplica,-38.82613,-73.30706,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Roble Huacho,Municipal,Primario,9112,Padre Las Casas,NO,No Aplica,No Aplica,-38.82481,-72.54394,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Bochoco,Municipal,Primario,9111,Nueva Imperial,NO,No Aplica,No Aplica,-38.823771,-72.94892,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Icalma,Municipal,Primario,9205,Lonquimay,NO,No Aplica,No Aplica,-38.81402,-71.28119,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Laurel Huacho,Municipal,Primario,9112,Padre Las Casas,NO,No Aplica,No Aplica,-38.81514,-72.81445,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Catripulli ( Carahue),Municipal,Primario,9102,Carahue,NO,No Aplica,No Aplica,-38.813892,-73.135271,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Cheucán,Municipal,Primario,9116,Saavedra,NO,No Aplica,No Aplica,-38.80452,-73.35526,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Hospital,Establecimiento de Salud,Hospital Dr. Arturo Hillerns Larrañaga (Saavedra),Servicio de Salud,Pendiente,9116,Saavedra,SI,Urgencia Hospitalaria (UEH),No Aplica,-38.79929,-73.39262,Público ,Vigente en operación habitual,Baja Complejidad,Atención Cerrada-Hospitalaria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Perquiñán,Municipal,Primario,9116,Saavedra,NO,No Aplica,No Aplica,-38.801773,-73.295135,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Codinhue,Municipal,Primario,9119,Vilcún,NO,No Aplica,No Aplica,-38.78359,-72.2636,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar Conun Huenu,Municipal,Primario,9112,Padre Las Casas,NO,No Aplica,No Aplica,-38.77423,-72.59746,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Establecimiento de Salud,SAR Conun Huenu,Municipal,Primario,9112,Padre Las Casas,SI,Urgencia ambulatoria (SAR),No Aplica,-38.774226,-72.59746,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Hospital,Establecimiento de Salud,Complejo Asistencial Padre las Casas,Servicio de Salud,Terciario,9112,Padre Las Casas,SI,Urgencia Hospitalaria (UEH),No Aplica,-38.772902,-72.626722,Público ,Vigente en operación habitual,Mediana Complejidad,Atención Cerrada-Hospitalaria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar Pulmahue,Municipal,Primario,9112,Padre Las Casas,NO,No Aplica,No Aplica,-38.77261,-72.58886,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Hospital,Establecimiento de Salud,Hospital Makewe,Delegados ,Pendiente,9112,Padre Las Casas,SI,Urgencia Hospitalaria (UEH),No Aplica,-38.83189,-72.69338,,Vigente en operación habitual,Baja Complejidad,Atención Cerrada-Hospitalaria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Agua Tendida,Municipal,Primario,9102,Carahue,NO,No Aplica,No Aplica,-38.77071,-73.06603,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar Las Colinas,Municipal,Primario,9112,Padre Las Casas,NO,No Aplica,No Aplica,-38.7658,-72.60783,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar Labranza,Municipal,Primario,9101,Temuco,NO,No Aplica,No Aplica,-38.76311,-72.75345,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Establecimiento de Salud,SAR Labranza,Municipal,Primario,9101,Temuco,SI,Urgencia ambulatoria (SAR),No Aplica,-38.762764,-72.753469,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Centro Comunitario de Salud Mental  (COSAM),Unidad de Atención,COSAM Padre Las Casas,Servicio de Salud,Secundario,9112,Padre Las Casas,NO,No Aplica,No Aplica,-38.762452,-72.600266,Público ,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Servicio de Atención Primaria de Urgencia (SAPU),Establecimiento de Salud,SAPU Padre Las Casas,Municipal,Primario,9112,Padre Las Casas,SI,Urgencia Ambulatoria (SAPU),Corto,-38.761205,-72.593334,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar Padre Las Casas,Municipal,Primario,9112,Padre Las Casas,NO,No Aplica,No Aplica,-38.76102,-72.59332,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Diálisis,Establecimiento de Salud,Centro de Diálisis Nephrocare Padre Las Casas,Privado,No Aplica,9112,Padre Las Casas,NO,No Aplica,No Aplica,-38.760646,-72.590713,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar Amanecer,Municipal,Primario,9101,Temuco,NO,No Aplica,No Aplica,-38.75661,-72.62335,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Rulo,Municipal,Primario,9111,Nueva Imperial,NO,No Aplica,No Aplica,-38.75658,-73.02546,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Servicio de Atención Primaria de Urgencia (SAPU),Establecimiento de Salud,SAPU Amanecer,Municipal,Primario,9101,Temuco,SI,Urgencia Ambulatoria (SAPU),Corto,-38.756391,-72.623384,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Quifo,Municipal,Primario,9116,Saavedra,NO,No Aplica,No Aplica,-38.75357,-73.29887,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Centro Comunitario de Salud Mental  (COSAM),Unidad de Atención,COSAM Amanecer,Servicio de Salud,Secundario,9101,Temuco,NO,No Aplica,No Aplica,-38.753426,-72.616652,Público ,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
