estrato,region,r1a,r1a_esp,r1a_esp_cod,s13,s13_fonasa
810812,8,1,,,3,
810812,8,1,,,1,2.0
810812,8,1,,,1,4.0
810812,8,1,,,1,4.0
911414,9,1,,,1,3.0
911414,9,1,,,1,3.0
911414,9,1,,,1,3.0
911414,9,1,,,1,3.0
911414,9,1,,,1,2.0
911414,9,1,,,1,2.0
911414,9,1,,,1,1.0
911414,9,1,,,1,2.0
911414,9,1,,,1,2.0
911414,9,1,,,1,1.0
911414,9,1,,,1,1.0
911414,9,1,,,1,2.0
911414,9,1,,,1,2.0
911414,9,1,,,1,2.0
1210114,12,1,,,1,4.0
1210114,12,1,,,1,4.0
1210114,12,2,,,1,4.0
1210114,12,1,,,1,4.0
1210114,12,2,,,1,2.0
1210114,12,1,,,2,
1210114,12,1,,,1,-88.0
1210114,12,1,,,1,-88.0
1210114,12,1,,,1,-88.0
1210114,12,1,,,1,1.0
1210114,12,1,,,1,4.0
1210114,12,1,,,1,4.0
1210114,12,1,,,1,1.0
1210114,12,1,,,1,1.0
1210114,12,1,,,1,1.0
1210114,12,1,,,1,2.0
1210114,12,1,,,1,2.0
1210114,12,1,,,1,3.0
1210114,12,1,,,1,2.0
1210114,12,1,,,1,2.0
1210114,12,1,,,1,2.0
1210114,12,1,,,1,2.0
110717,1,3,Perú,509.0,-88,
110717,1,3,Perú,509.0,-88,
110717,1,1,,,1,1.0
110717,1,1,,,1,3.0
110717,1,1,,,1,1.0
110717,1,1,,,1,1.0
110717,1,1,,,1,1.0
110717,1,1,,,2,
110717,1,1,,,1,4.0
1311012,13,3,Venezuela,513.0,1,1.0
1311012,13,3,Venezuela,513.0,1,1.0
1311012,13,1,,,1,4.0
1311012,13,1,,,1,4.0
1311012,13,1,,,1,4.0
1311012,13,1,,,2,
1311012,13,1,,,2,
1311012,13,1,,,1,2.0
1311012,13,1,,,1,1.0
1311012,13,1,,,1,1.0
1311012,13,1,,,1,1.0
1311012,13,1,,,1,1.0
1311012,13,1,,,1,1.0
310111,3,1,,,1,-88.0
310111,3,1,,,1,-88.0
310111,3,1,,,1,3.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,-88,
310111,3,1,,,1,4.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,2,
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,3.0
310111,3,1,,,1,4.0
310111,3,1,,,1,3.0
310111,3,1,,,1,4.0
310111,3,3,Bolivia,502.0,1,2.0
310111,3,1,,,1,3.0
510913,5,1,,,1,1.0
510913,5,1,,,2,
510913,5,1,,,1,3.0
510913,5,1,,,1,1.0
510913,5,1,,,1,2.0
510913,5,1,,,1,2.0
510913,5,1,,,1,2.0
510913,5,1,,,1,2.0
510913,5,1,,,1,2.0
810112,8,1,,,1,2.0
810112,8,3,Venezuela,513.0,1,4.0
810112,8,3,Venezuela,513.0,1,3.0
810112,8,1,,,1,4.0
810112,8,1,,,2,
810112,8,1,,,1,-88.0
810112,8,3,Venezuela,513.0,1,2.0
810112,8,1,,,1,2.0
810112,8,1,,,1,2.0
1311612,13,1,,,1,2.0
1311612,13,1,,,1,2.0
1311612,13,1,,,1,-88.0
1311612,13,1,,,1,-88.0
1311612,13,1,,,1,-88.0
1311612,13,1,,,1,-88.0
1311612,13,1,,,1,-88.0
1311612,13,1,,,1,4.0
1311612,13,1,,,1,4.0
1311612,13,1,,,1,4.0
1311612,13,1,,,1,1.0
1311612,13,1,,,2,
1311612,13,1,,,4,
1311612,13,1,,,2,
1311612,13,1,,,2,
1311612,13,1,,,1,3.0
1610112,16,3,Venezuela,513.0,1,1.0
1610112,16,3,Venezuela,513.0,1,1.0
1610112,16,3,Venezuela,513.0,1,1.0
1610112,16,3,Venezuela,513.0,1,1.0
1610112,16,1,,,2,
830514,8,1,,,1,1.0
830514,8,1,,,1,1.0
830514,8,1,,,1,2.0
830514,8,1,,,1,2.0
830514,8,1,,,1,1.0
830514,8,1,,,1,1.0
830514,8,1,,,1,1.0
830514,8,1,,,1,1.0
830514,8,1,,,1,1.0
830514,8,1,,,1,1.0
830514,8,1,,,1,1.0
830514,8,1,,,1,2.0
830514,8,1,,,1,1.0
830514,8,1,,,1,1.0
830514,8,1,,,1,1.0
830514,8,1,,,1,1.0
830514,8,1,,,1,1.0
830514,8,1,,,1,1.0
810113,8,1,,,2,
810113,8,1,,,2,
810113,8,1,,,2,
810113,8,2,,,2,
810113,8,1,,,2,
710511,7,1,,,1,2.0
710511,7,1,,,1,2.0
710511,7,1,,,1,2.0
710511,7,1,,,1,2.0
710511,7,1,,,1,2.0
710511,7,1,,,1,1.0
710511,7,1,,,1,1.0
710511,7,1,,,1,2.0
710511,7,1,,,1,3.0
710511,7,1,,,1,1.0
710511,7,1,,,1,1.0
710511,7,1,,,5,
710511,7,1,,,1,-88.0
710511,7,1,,,1,-88.0
710511,7,1,,,1,-88.0
710511,7,1,,,1,3.0
710511,7,1,,,1,2.0
710511,7,1,,,1,1.0
710511,7,1,,,1,1.0
710511,7,1,,,1,1.0
710511,7,1,,,1,1.0
710511,7,1,,,1,1.0
110711,1,3,Perú,509.0,1,1.0
110711,1,3,Perú,509.0,1,2.0
110711,1,3,Perú,509.0,1,2.0
110711,1,1,,,1,1.0
110711,1,1,,,1,1.0
110711,1,1,,,1,2.0
110711,1,3,Bolivia,502.0,1,1.0
110711,1,3,Bolivia,502.0,1,1.0
110711,1,3,Bolivia,502.0,1,2.0
110711,1,3,Bolivia,502.0,4,
110711,1,1,,,1,2.0
110711,1,1,,,1,4.0
110711,1,1,,,1,2.0
110711,1,1,,,1,1.0
110711,1,1,,,1,2.0
110711,1,1,,,1,1.0
110711,1,1,,,1,2.0
110711,1,1,,,1,1.0
110711,1,1,,,1,2.0
911114,9,1,,,1,1.0
911114,9,1,,,1,2.0
911114,9,1,,,1,1.0
911114,9,1,,,1,1.0
911114,9,1,,,1,2.0
911114,9,1,,,1,3.0
911114,9,1,,,1,1.0
911114,9,1,,,1,1.0
911114,9,1,,,1,2.0
911114,9,1,,,1,2.0
911114,9,1,,,1,2.0
911114,9,1,,,1,1.0
911114,9,1,,,1,2.0
911114,9,1,,,1,2.0
911114,9,1,,,1,1.0
911114,9,1,,,1,2.0
911114,9,1,,,1,1.0
911114,9,1,,,1,2.0
911114,9,1,,,1,4.0
911114,9,1,,,1,4.0
911114,9,1,,,1,2.0
911114,9,1,,,1,-88.0
1311417,13,1,,,2,
1311417,13,1,,,2,
611716,6,1,,,1,2.0
611716,6,1,,,1,2.0
611716,6,1,,,1,2.0
611716,6,1,,,1,2.0
611716,6,1,,,1,2.0
611716,6,1,,,2,
611716,6,1,,,1,2.0
611716,6,1,,,1,1.0
611716,6,1,,,1,1.0
611716,6,1,,,1,2.0
611716,6,1,,,1,2.0
611716,6,1,,,1,2.0
810811,8,1,,,1,2.0
810811,8,1,,,1,4.0
810811,8,1,,,1,2.0
810811,8,1,,,1,2.0
810811,8,1,,,1,3.0
810811,8,1,,,1,2.0
810811,8,1,,,1,2.0
810811,8,1,,,1,2.0
810811,8,1,,,1,2.0
810811,8,1,,,1,2.0
1312514,13,1,,,1,2.0
1312514,13,1,,,1,2.0
1312514,13,1,,,1,2.0
1312514,13,1,,,1,3.0
1312514,13,1,,,1,3.0
1312514,13,1,,,1,3.0
1312514,13,1,,,1,3.0
1312514,13,1,,,1,2.0
1312514,13,1,,,1,2.0
1312514,13,1,,,1,2.0
1312514,13,1,,,1,2.0
1312514,13,1,,,1,2.0
1312514,13,1,,,1,1.0
1312514,13,1,,,1,2.0
1312514,13,1,,,1,2.0
1312514,13,1,,,1,1.0
1330213,13,1,,,2,
1330213,13,1,,,2,
1330213,13,1,,,1,2.0
1330213,13,1,,,2,
1330213,13,1,,,2,
1330213,13,1,,,1,4.0
1330213,13,1,,,1,4.0
1330213,13,1,,,1,4.0
1330213,13,1,,,1,4.0
1330213,13,1,,,1,1.0
1330213,13,1,,,1,1.0
1330213,13,1,,,1,4.0
1330213,13,1,,,2,
1330213,13,1,,,2,
1330213,13,1,,,2,
1330213,13,1,,,2,
1330213,13,1,,,2,
1330213,13,3,Perú,509.0,1,3.0
1330213,13,1,,,1,3.0
1330213,13,3,Perú,509.0,1,1.0
1330213,13,1,,,1,3.0
430117,4,1,,,1,2.0
430117,4,1,,,1,2.0
430117,4,1,,,-88,
430117,4,1,,,1,1.0
430117,4,1,,,3,
430117,4,1,,,1,1.0
430117,4,1,,,1,-88.0
430117,4,1,,,1,1.0
430117,4,1,,,1,4.0
430117,4,1,,,1,4.0
430117,4,1,,,1,1.0
430117,4,1,,,1,1.0
430117,4,1,,,1,1.0
430117,4,1,,,1,1.0
910112,9,1,,,1,2.0
910112,9,1,,,1,2.0
910112,9,1,,,1,2.0
910112,9,1,,,1,2.0
910112,9,1,,,1,2.0
910112,9,1,,,1,2.0
910112,9,1,,,1,1.0
910112,9,1,,,1,3.0
910112,9,1,,,1,2.0
910112,9,3,Argentina,501.0,1,2.0
910112,9,1,,,1,2.0
910112,9,3,Argentina,501.0,1,2.0
910112,9,1,,,1,1.0
910112,9,1,,,1,1.0
910112,9,1,,,1,3.0
910112,9,1,,,1,1.0
910112,9,1,,,1,3.0
910112,9,1,,,1,1.0
910112,9,1,,,1,2.0
910112,9,1,,,1,2.0
1330112,13,1,,,3,
1330112,13,1,,,3,
1330112,13,1,,,1,2.0
1330112,13,1,,,1,2.0
1330112,13,1,,,1,1.0
1330112,13,1,,,1,1.0
1330112,13,1,,,1,4.0
1330112,13,1,,,1,4.0
1330112,13,1,,,2,
1330112,13,1,,,1,4.0
1330112,13,1,,,1,4.0
1330112,13,1,,,1,4.0
1330112,13,1,,,1,4.0
1330112,13,1,,,1,-88.0
1330112,13,1,,,-88,
1330112,13,1,,,1,-88.0
1330112,13,1,,,1,1.0
1330112,13,1,,,1,4.0
1330112,13,1,,,1,2.0
1330112,13,1,,,1,1.0
1330112,13,1,,,1,2.0
1330112,13,1,,,1,4.0
510113,5,1,,,1,-88.0
510113,5,1,,,1,2.0
510113,5,1,,,1,2.0
510113,5,3,Venezuela,513.0,1,2.0
510113,5,3,Venezuela,513.0,1,2.0
510113,5,3,Venezuela,513.0,1,2.0
510113,5,3,Venezuela,513.0,1,2.0
510113,5,1,,,1,2.0
510113,5,1,,,1,3.0
510113,5,1,,,1,3.0
510113,5,1,,,1,3.0
510113,5,1,,,1,3.0
510113,5,1,,,3,
510113,5,1,,,3,
510113,5,1,,,1,1.0
510113,5,1,,,1,2.0
510113,5,1,,,1,2.0
510113,5,1,,,1,1.0
510113,5,1,,,1,3.0
510113,5,1,,,1,1.0
510113,5,1,,,1,1.0
1320112,13,1,,,1,-88.0
1320112,13,1,,,1,4.0
1320112,13,2,,,1,4.0
1320112,13,2,,,1,-88.0
1320112,13,1,,,1,4.0
1320112,13,1,,,1,4.0
1320112,13,1,,,1,4.0
1320112,13,1,,,2,
1320112,13,1,,,2,
1320112,13,1,,,2,
1320112,13,1,,,1,2.0
1320112,13,1,,,1,2.0
1320112,13,1,,,2,
1320112,13,1,,,2,
1320112,13,1,,,2,
1320112,13,1,,,2,
1320112,13,1,,,1,2.0
1320112,13,1,,,2,
1320112,13,1,,,1,3.0
1320112,13,1,,,1,3.0
1320112,13,1,,,1,3.0
1320112,13,1,,,1,3.0
1320112,13,1,,,1,2.0
1320112,13,1,,,1,2.0
1320112,13,1,,,1,2.0
1320112,13,1,,,1,2.0
710513,7,1,,,1,3.0
710513,7,1,,,1,4.0
710513,7,1,,,1,2.0
710513,7,1,,,1,4.0
710513,7,1,,,1,4.0
710513,7,1,,,1,2.0
710513,7,1,,,1,-88.0
710513,7,1,,,1,4.0
710513,7,1,,,2,
710513,7,1,,,2,
710513,7,1,,,2,
710513,7,1,,,1,4.0
730417,7,1,,,1,1.0
730417,7,1,,,1,1.0
730417,7,1,,,1,1.0
730417,7,1,,,1,1.0
730417,7,1,,,1,1.0
730417,7,1,,,1,2.0
730417,7,1,,,1,2.0
730417,7,1,,,4,
730417,7,1,,,1,3.0
730417,7,1,,,-88,
730417,7,1,,,1,2.0
730417,7,1,,,1,2.0
730417,7,1,,,-88,
220112,2,1,,,1,1.0
220112,2,1,,,1,3.0
220112,2,1,,,1,3.0
220112,2,1,,,2,
220112,2,1,,,2,
220112,2,1,,,2,
220112,2,1,,,2,
220112,2,1,,,1,2.0
220112,2,1,,,1,2.0
220112,2,3,Bolivia,502.0,1,1.0
220112,2,1,,,1,2.0
220112,2,1,,,1,2.0
220112,2,1,,,2,
220112,2,1,,,2,
220112,2,1,,,2,
220112,2,1,,,2,
220112,2,1,,,1,1.0
220112,2,1,,,2,
220112,2,1,,,1,3.0
220112,2,1,,,1,2.0
220112,2,1,,,1,1.0
220112,2,1,,,1,3.0
220112,2,1,,,1,3.0
220112,2,1,,,1,1.0
230114,2,3,Colombia,505.0,1,1.0
230114,2,3,Colombia,505.0,1,2.0
230114,2,3,Colombia,505.0,1,3.0
230114,2,3,Colombia,505.0,1,2.0
230114,2,1,,,1,3.0
230114,2,3,Bolivia,502.0,1,3.0
230114,2,3,Bolivia,502.0,1,3.0
230114,2,3,Bolivia,502.0,4,
230114,2,1,,,1,4.0
230114,2,1,,,1,4.0
230114,2,1,,,1,4.0
230114,2,1,,,1,4.0
230114,2,1,,,1,4.0
230114,2,1,,,1,2.0
230114,2,1,,,1,2.0
230114,2,1,,,1,2.0
230114,2,1,,,1,3.0
230114,2,1,,,1,1.0
230114,2,1,,,1,2.0
230114,2,1,,,1,2.0
230114,2,1,,,1,2.0
230114,2,1,,,4,
230114,2,1,,,1,1.0
230114,2,1,,,1,1.0
230114,2,1,,,1,2.0
230114,2,1,,,1,1.0
1311112,13,1,,,1,-88.0
1311112,13,1,,,1,-88.0
1311112,13,1,,,1,-88.0
1311112,13,1,,,1,-88.0
1311112,13,1,,,1,2.0
1311112,13,1,,,1,4.0
1311112,13,1,,,1,4.0
1311112,13,1,,,1,4.0
1311112,13,1,,,1,4.0
1311112,13,1,,,2,
1311112,13,1,,,1,-88.0
1311112,13,1,,,1,-88.0
1311112,13,1,,,1,-88.0
1510111,15,1,,,1,2.0
1510111,15,1,,,1,2.0
1510111,15,1,,,1,2.0
1510111,15,1,,,1,-88.0
1510111,15,1,,,1,2.0
1510111,15,1,,,1,2.0
1510111,15,1,,,2,
1510111,15,3,Colombia,505.0,1,2.0
1510111,15,3,Colombia,505.0,-88,
1510111,15,3,Colombia,505.0,1,1.0
1510111,15,1,,,1,3.0
1510111,15,1,,,1,4.0
1510111,15,1,,,1,3.0
1510111,15,1,,,1,3.0
1510111,15,1,,,1,4.0
1510111,15,1,,,1,4.0
1510111,15,1,,,1,2.0
1510111,15,1,,,1,4.0
1510111,15,1,,,2,
1510111,15,1,,,2,
1510111,15,1,,,2,
611314,6,1,,,1,2.0
611314,6,1,,,1,2.0
611314,6,1,,,1,1.0
611314,6,1,,,1,2.0
611314,6,1,,,1,1.0
611314,6,1,,,1,1.0
611314,6,1,,,1,2.0
611314,6,1,,,1,2.0
611314,6,1,,,1,2.0
611314,6,1,,,1,2.0
611314,6,1,,,1,2.0
611314,6,1,,,1,1.0
611314,6,1,,,2,
611314,6,1,,,2,
611314,6,1,,,2,
611314,6,1,,,2,
611314,6,1,,,1,1.0
611314,6,1,,,1,2.0
611314,6,1,,,1,1.0
611314,6,1,,,1,1.0
611314,6,1,,,1,1.0
611314,6,1,,,1,1.0
910817,9,1,,,1,3.0
910817,9,1,,,1,1.0
910817,9,1,,,1,1.0
910817,9,1,,,1,1.0
910817,9,1,,,1,2.0
910817,9,1,,,1,1.0
910817,9,1,,,1,1.0
910817,9,1,,,1,1.0
910817,9,1,,,1,1.0
910817,9,1,,,1,2.0
910817,9,1,,,1,1.0
910817,9,1,,,1,1.0
910817,9,1,,,1,1.0
910817,9,1,,,1,3.0
910817,9,1,,,1,3.0
910817,9,1,,,1,3.0
910817,9,1,,,1,2.0
910817,9,1,,,1,1.0
910817,9,1,,,1,1.0
910817,9,1,,,1,1.0
910817,9,1,,,1,3.0
910817,9,1,,,1,3.0
910817,9,1,,,5,
910817,9,1,,,1,4.0
910817,9,1,,,1,3.0
310124,3,1,,,1,1.0
310124,3,1,,,1,1.0
310124,3,1,,,1,1.0
310124,3,1,,,1,1.0
310124,3,1,,,1,2.0
310124,3,1,,,1,1.0
310124,3,1,,,1,1.0
310124,3,1,,,1,1.0
310124,3,1,,,1,1.0
310124,3,1,,,1,2.0
310124,3,1,,,1,1.0
310124,3,1,,,1,1.0
310124,3,1,,,1,1.0
310124,3,1,,,1,1.0
310124,3,1,,,1,2.0
310124,3,1,,,1,1.0
310124,3,1,,,1,1.0
310124,3,1,,,1,2.0
580113,5,1,,,1,2.0
580113,5,1,,,1,2.0
580113,5,1,,,3,
580113,5,1,,,1,4.0
580113,5,1,,,1,4.0
580113,5,1,,,1,4.0
580113,5,1,,,1,4.0
580113,5,1,,,1,2.0
580113,5,1,,,1,2.0
580113,5,1,,,1,2.0
110112,1,3,Bolivia,502.0,1,2.0
110112,1,1,,,1,2.0
110112,1,1,,,1,2.0
110112,1,1,,,1,2.0
110112,1,1,,,1,4.0
110112,1,1,,,1,4.0
110112,1,1,,,1,4.0
110112,1,1,,,4,
110112,1,1,,,1,3.0
110112,1,1,,,1,1.0
110112,1,3,Venezuela,513.0,4,
110112,1,3,Venezuela,513.0,1,2.0
1610121,16,1,,,1,2.0
1610121,16,1,,,1,2.0
1610121,16,1,,,1,2.0
1610121,16,1,,,1,2.0
1610121,16,1,,,1,3.0
1610121,16,1,,,1,1.0
1610121,16,1,,,4,
1610121,16,1,,,1,1.0
1610121,16,1,,,1,2.0
1610121,16,1,,,1,1.0
1610121,16,1,,,1,2.0
1610121,16,1,,,1,2.0
1610121,16,1,,,1,2.0
1610121,16,1,,,1,2.0
1610121,16,1,,,3,
1610121,16,1,,,3,
811211,8,1,,,1,1.0
811211,8,1,,,1,3.0
811211,8,1,,,1,2.0
811211,8,1,,,1,2.0
811211,8,1,,,1,3.0
811211,8,1,,,1,3.0
811211,8,1,,,1,4.0
811211,8,1,,,1,4.0
811211,8,1,,,1,-88.0
811211,8,1,,,1,2.0
811211,8,1,,,1,2.0
811211,8,1,,,1,2.0
811211,8,1,,,1,1.0
811211,8,1,,,1,3.0
811211,8,1,,,1,2.0
811211,8,1,,,1,2.0
811211,8,1,,,1,1.0
811211,8,1,,,1,1.0
811211,8,1,,,1,1.0
811211,8,1,,,1,1.0
811211,8,1,,,1,1.0
811211,8,1,,,1,1.0
410212,4,1,,,1,2.0
410212,4,1,,,1,2.0
410212,4,1,,,1,1.0
410212,4,1,,,1,1.0
410212,4,1,,,1,1.0
410212,4,1,,,1,2.0
410212,4,1,,,1,1.0
410212,4,1,,,1,2.0
410212,4,1,,,1,1.0
410212,4,1,,,1,1.0
410212,4,1,,,1,2.0
410212,4,1,,,1,1.0
410212,4,1,,,1,4.0
410212,4,1,,,1,3.0
410212,4,1,,,1,2.0
410212,4,1,,,1,4.0
410212,4,3,Colombia,505.0,1,2.0
410212,4,3,Colombia,505.0,1,2.0
410212,4,1,,,1,1.0
410212,4,3,Colombia,505.0,1,1.0
1311417,13,2,,,2,
1311417,13,2,,,2,
1311417,13,1,,,2,
1311417,13,1,,,2,
1310713,13,1,,,1,4.0
1310713,13,1,,,1,4.0
1310713,13,1,,,1,4.0
1310713,13,1,,,1,4.0
1310713,13,1,,,2,
1310713,13,1,,,2,
1310713,13,1,,,2,
1310713,13,1,,,2,
1310713,13,1,,,2,
1310713,13,1,,,2,
1310713,13,1,,,3,
1310713,13,1,,,4,
1310713,13,1,,,2,
1310713,13,1,,,1,2.0
1310713,13,1,,,2,
1310713,13,1,,,2,
1310713,13,1,,,1,2.0
1311914,13,1,,,2,
1311914,13,1,,,1,-88.0
1311914,13,1,,,1,2.0
1311914,13,1,,,1,-88.0
1311914,13,1,,,1,-88.0
1311914,13,1,,,1,-88.0
1311914,13,1,,,1,2.0
1311914,13,1,,,1,2.0
1311914,13,1,,,2,
1311914,13,1,,,2,
530116,5,1,,,1,4.0
530116,5,3,Venezuela,513.0,1,2.0
530116,5,3,Venezuela,513.0,4,
530116,5,3,Venezuela,513.0,1,2.0
530116,5,3,Venezuela,513.0,1,2.0
530116,5,3,Venezuela,513.0,1,2.0
530116,5,3,Venezuela,513.0,1,2.0
530116,5,1,,,1,1.0
530116,5,1,,,1,2.0
530116,5,1,,,1,1.0
530116,5,1,,,1,2.0
530116,5,1,,,1,4.0
530116,5,1,,,1,4.0
530116,5,1,,,1,4.0
530116,5,1,,,1,1.0
530116,5,1,,,1,2.0
530116,5,1,,,1,2.0
530116,5,1,,,1,3.0
530116,5,1,,,1,2.0
530116,5,1,,,1,2.0
550114,5,1,,,1,2.0
550114,5,1,,,1,1.0
550114,5,1,,,3,
550114,5,1,,,1,1.0
550114,5,1,,,1,-88.0
550114,5,2,,,1,1.0
550114,5,3,Cuba,407.0,1,1.0
550114,5,1,,,1,2.0
550114,5,1,,,1,-88.0
550114,5,1,,,1,-88.0
550114,5,1,,,1,-88.0
570324,5,1,,,1,3.0
570324,5,1,,,1,2.0
570324,5,1,,,1,2.0
570324,5,1,,,1,3.0
570324,5,1,,,1,4.0
570324,5,1,,,1,3.0
570324,5,1,,,1,4.0
570324,5,1,,,1,2.0
570324,5,1,,,1,2.0
570324,5,1,,,1,2.0
570324,5,1,,,1,2.0
570324,5,1,,,1,2.0
570324,5,1,,,1,2.0
570324,5,1,,,1,2.0
570324,5,1,,,1,2.0
570324,5,1,,,1,2.0
570324,5,1,,,1,2.0
570324,5,1,,,1,1.0
570324,5,1,,,1,1.0
570324,5,1,,,1,3.0
570324,5,1,,,1,3.0
570324,5,1,,,1,3.0
570324,5,1,,,1,2.0
570324,5,1,,,1,2.0
1410221,14,1,,,1,1.0
1410221,14,1,,,4,
1410221,14,1,,,1,1.0
1410221,14,1,,,1,1.0
1410221,14,1,,,1,1.0
1410221,14,1,,,1,1.0
1410221,14,1,,,1,2.0
1410221,14,1,,,1,1.0
1410221,14,1,,,1,3.0
1410221,14,1,,,1,1.0
1410221,14,1,,,1,1.0
1410221,14,1,,,1,1.0
1410221,14,1,,,1,2.0
1410221,14,1,,,1,4.0
1110126,11,1,,,2,
1110126,11,1,,,2,
1110126,11,1,,,1,4.0
1110126,11,3,Australia,601.0,4,
1110126,11,1,,,2,
1110126,11,1,,,2,
1110126,11,1,,,2,
1110126,11,1,,,2,
1110126,11,1,,,2,
1110126,11,3,Argentina,501.0,2,
1110126,11,1,,,4,
1110126,11,1,,,2,
1110126,11,1,,,1,4.0
1110126,11,1,,,1,4.0
1110126,11,1,,,1,1.0
1110126,11,3,Estados Unidos,410.0,1,1.0
1110126,11,1,,,1,1.0
1110126,11,1,,,1,3.0
1110126,11,1,,,1,3.0
1110126,11,1,,,1,3.0
1110126,11,1,,,1,3.0
740117,7,1,,,1,2.0
740117,7,1,,,1,2.0
740117,7,1,,,3,
740117,7,1,,,3,
740117,7,1,,,3,
740117,7,1,,,3,
740117,7,1,,,3,
740117,7,1,,,3,
740117,7,1,,,1,1.0
740117,7,1,,,4,
740117,7,1,,,1,1.0
740117,7,1,,,1,1.0
1320112,13,1,,,1,1.0
1320112,13,1,,,1,1.0
1320112,13,1,,,1,1.0
1320112,13,1,,,1,1.0
1320112,13,1,,,1,1.0
1320112,13,1,,,1,1.0
1320112,13,1,,,1,1.0
1320112,13,1,,,1,1.0
1320112,13,1,,,1,1.0
1320112,13,1,,,1,4.0
1320112,13,1,,,1,1.0
1320112,13,1,,,1,1.0
1320112,13,1,,,1,1.0
1320112,13,1,,,1,1.0
1320112,13,1,,,1,-88.0
1320112,13,1,,,1,1.0
1320112,13,1,,,1,1.0
1320112,13,1,,,1,1.0
1320112,13,1,,,1,1.0
1320112,13,1,,,1,1.0
1320112,13,1,,,1,1.0
1320112,13,1,,,1,1.0
1320112,13,1,,,1,1.0
1320112,13,1,,,1,1.0
1320112,13,1,,,1,1.0
1320112,13,1,,,1,2.0
1320112,13,1,,,1,1.0
1320112,13,1,,,1,1.0
740721,7,1,,,1,-88.0
740721,7,1,,,2,
740721,7,1,,,4,
740721,7,1,,,1,-88.0
740721,7,1,,,-88,
740721,7,1,,,1,2.0
740721,7,1,,,1,4.0
740721,7,1,,,1,4.0
740721,7,1,,,1,-88.0
740721,7,1,,,1,1.0
740721,7,1,,,1,-88.0
740721,7,1,,,1,-88.0
740721,7,1,,,1,4.0
740721,7,1,,,1,4.0
740721,7,1,,,1,2.0
740721,7,1,,,1,2.0
810813,8,1,,,1,4.0
810813,8,1,,,1,4.0
810813,8,3,San Vicente y las Granadinas,422.0,2,
810813,8,1,,,1,1.0
810813,8,1,,,2,
810813,8,1,,,1,1.0
810813,8,1,,,1,1.0
810813,8,1,,,1,1.0
810813,8,1,,,2,
810813,8,1,,,2,
810813,8,1,,,2,
810813,8,1,,,1,2.0
810813,8,1,,,1,3.0
630421,6,1,,,1,2.0
630421,6,1,,,1,2.0
630421,6,1,,,1,1.0
630421,6,1,,,1,3.0
630421,6,1,,,2,
630421,6,1,,,2,
630421,6,1,,,2,
630421,6,1,,,1,2.0
630421,6,1,,,2,
630421,6,1,,,2,
630421,6,1,,,1,2.0
630421,6,1,,,1,2.0
630421,6,1,,,1,2.0
630421,6,1,,,1,2.0
630421,6,1,,,1,1.0
630421,6,1,,,1,2.0
630421,6,1,,,1,2.0
630421,6,1,,,1,2.0
630421,6,1,,,1,2.0
630421,6,1,,,1,2.0
410113,4,1,,,1,2.0
410113,4,3,Argentina,501.0,1,-88.0
410113,4,1,,,2,
410113,4,1,,,1,4.0
410113,4,1,,,1,4.0
410113,4,1,,,2,
410113,4,1,,,2,
410113,4,1,,,2,
410113,4,3,Uruguay,512.0,1,2.0
410113,4,1,,,2,
410113,4,1,,,2,
410113,4,1,,,2,
510913,5,1,,,1,4.0
510913,5,1,,,2,
510913,5,1,,,-88,
510913,5,1,,,1,-88.0
210112,2,1,,,1,1.0
210112,2,1,,,1,1.0
210112,2,1,,,1,2.0
210112,2,1,,,1,1.0
210112,2,1,,,1,-88.0
210112,2,1,,,1,3.0
210112,2,3,Venezuela,513.0,4,
210112,2,1,,,1,2.0
210112,2,1,,,1,3.0
210112,2,1,,,1,1.0
210112,2,1,,,1,-88.0
210112,2,1,,,2,
210112,2,1,,,2,
210112,2,1,,,1,2.0
210112,2,1,,,1,3.0
210112,2,1,,,1,3.0
210112,2,1,,,1,3.0
210112,2,1,,,1,1.0
210112,2,1,,,1,3.0
210112,2,1,,,3,
210112,2,1,,,3,
210112,2,3,Colombia,505.0,1,2.0
210112,2,1,,,-88,
210112,2,1,,,-88,
210112,2,1,,,-88,
210112,2,1,,,-88,
210112,2,1,,,1,2.0
210112,2,1,,,1,-88.0
210112,2,1,,,1,-88.0
210112,2,1,,,1,2.0
210112,2,1,,,1,2.0
210112,2,1,,,1,-88.0
210112,2,1,,,1,2.0
210112,2,1,,,1,2.0
210112,2,1,,,1,2.0
210112,2,1,,,1,2.0
330224,3,1,,,1,1.0
330224,3,1,,,1,2.0
330224,3,1,,,1,2.0
330224,3,1,,,1,2.0
330224,3,1,,,1,2.0
330224,3,1,,,1,1.0
330224,3,1,,,1,3.0
330224,3,1,,,1,2.0
330224,3,1,,,1,2.0
330224,3,1,,,1,1.0
330224,3,1,,,1,2.0
330224,3,1,,,1,2.0
330224,3,1,,,1,2.0
